ID,CODIGO DE LA ENTIDAD,CODIGO UBIGEO INEI,CODIGO PAIS ,NOMBRE DE LA UO,Fecha,CO (ug/m3),H2S (ug/m3),NO2 (ug/m3),O3 (ug/m3),"PM10 
(ug/m3)","PM2.5 
(ug/m3)",SO2 (ug/m3),Ruido (dB),UV,Humedad (%),Latitud,Longitud,"Presion 
(Pa)",Temperatura (C)
137,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/25/21 16:00,3517.42,9.51,9.85,6.55,4.37,1.70,49.25,92.84,1.51,79.23,-12.04028,-77.04361,1000.19,23.47
138,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/25/21 17:00,3424.27,8.92,14.81,3.56,5.49,1.82,46.39,92.12,0.67,76.88,-12.04028,-77.04361,1000.30,23.78
139,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/25/21 18:00,3375.35,9.18,19.07,-2.24,5.23,1.85,45.06,90.40,0.32,76.76,-12.04028,-77.04361,1000.46,23.26
140,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/25/21 19:00,2957.90,8.28,35.39,13.03,4.97,2.05,40.33,89.26,0.02,84.75,-12.04028,-77.04361,1001.37,21.29
141,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/25/21 20:00,2859.28,6.85,34.38,29.93,5.13,2.38,38.19,86.34,0.00,89.52,-12.04028,-77.04361,1002.21,20.67
142,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/25/21 21:00,3080.48,6.90,30.93,27.51,9.23,3.22,38.07,81.86,0.00,88.46,-12.04028,-77.04361,1002.45,20.88
143,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/25/21 22:00,2881.44,5.40,27.59,22.46,7.44,2.80,37.61,71.92,0.00,89.22,-12.04028,-77.04361,1002.62,20.74
144,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/25/21 23:00,2397.55,2.99,24.65,24.39,5.43,2.34,36.40,66.04,0.00,91.32,-12.04028,-77.04361,1002.55,20.34
145,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 0:00,2197.69,2.46,22.74,26.23,4.94,2.21,35.91,61.84,0.00,93.58,-12.04028,-77.04361,1002.32,19.99
146,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 1:00,2181.09,12.21,22.00,24.48,4.82,2.36,35.35,59.57,0.00,95.53,-12.04028,-77.04361,1001.64,19.62
147,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 2:00,2231.10,15.63,21.11,19.46,5.57,2.66,35.44,53.19,0.00,96.10,-12.04028,-77.04361,1001.11,19.50
148,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 3:00,2265.02,12.51,20.30,18.45,9.36,3.46,35.78,52.18,0.00,96.10,-12.04028,-77.04361,1000.61,19.60
149,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 4:00,2269.16,31.03,20.38,20.95,8.57,3.50,35.39,59.32,0.00,96.10,-12.04028,-77.04361,1000.40,18.97
150,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 5:00,2298.79,42.69,21.00,26.63,6.49,2.88,35.08,59.40,0.00,96.10,-12.04028,-77.04361,1000.54,18.57
151,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 6:00,2414.40,42.62,20.72,25.43,8.30,3.44,35.43,66.49,0.00,96.10,-12.04028,-77.04361,1001.19,18.58
152,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 7:00,2876.46,31.40,21.65,25.34,10.02,4.05,37.01,79.89,0.05,96.10,-12.04028,-77.04361,1001.63,19.05
153,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 8:00,3303.27,8.70,19.64,30.23,9.68,4.16,37.97,81.99,0.22,94.67,-12.04028,-77.04361,1002.38,20.54
154,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 9:00,3254.33,5.46,17.22,26.15,9.93,3.86,38.89,83.17,0.35,89.54,-12.04028,-77.04361,1002.92,21.59
155,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 10:00,3266.04,5.69,16.98,24.72,8.77,3.62,40.57,87.78,0.47,88.87,-12.04028,-77.04361,1003.00,21.50
156,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 11:00,3472.10,6.83,23.75,14.28,6.92,3.05,42.26,87.24,0.92,88.64,-12.04028,-77.04361,1002.88,21.63
157,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 12:00,3538.25,7.19,22.70,12.22,5.03,2.30,45.08,89.36,2.74,86.68,-12.04028,-77.04361,1002.32,21.91
158,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 13:00,3380.50,6.70,19.61,12.84,4.35,1.91,45.17,90.39,1.33,81.33,-12.04028,-77.04361,1001.49,22.32
159,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 14:00,3564.52,8.08,15.20,20.17,3.53,1.71,47.90,90.28,2.93,83.45,-12.04028,-77.04361,1000.69,22.26
160,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 15:00,3563.26,8.19,14.52,18.75,4.21,1.90,48.69,88.65,2.56,82.97,-12.04028,-77.04361,999.79,22.53
161,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 16:00,3629.90,8.82,18.05,9.44,5.30,2.18,48.71,90.60,1.39,79.86,-12.04028,-77.04361,999.10,23.09
162,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 17:00,3641.38,9.53,28.83,6.01,7.35,2.64,46.29,90.90,0.55,78.73,-12.04028,-77.04361,998.98,23.03
163,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 18:00,3362.88,8.56,41.31,3.72,7.24,2.51,42.44,88.94,0.18,82.40,-12.04028,-77.04361,999.65,21.89
164,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 19:00,3181.06,7.38,51.29,16.22,6.83,2.72,38.42,87.30,0.00,86.51,-12.04028,-77.04361,1000.36,20.71
165,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 20:00,3070.61,6.21,47.55,25.86,5.81,2.49,37.15,86.03,0.00,88.61,-12.04028,-77.04361,1000.87,20.34
166,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 21:00,2945.52,5.06,44.05,24.38,6.67,2.77,36.81,84.17,0.00,90.65,-12.04028,-77.04361,1001.49,20.08
167,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 22:00,2683.80,5.44,39.94,18.08,5.70,2.43,36.38,80.29,0.00,91.50,-12.04028,-77.04361,1001.95,19.95
168,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/26/21 23:00,2580.87,5.73,38.13,13.20,7.27,2.98,35.39,67.83,0.00,92.03,-12.04028,-77.04361,1002.05,19.89
169,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 0:00,2402.91,9.17,35.50,11.65,7.66,3.00,34.97,62.18,0.00,92.41,-12.04028,-77.04361,1001.82,19.73
170,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 1:00,2335.18,11.89,32.77,9.23,7.20,2.94,34.80,54.11,0.00,93.07,-12.04028,-77.04361,1001.38,19.62
171,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 2:00,2301.69,23.00,32.06,13.12,9.14,3.60,35.12,58.13,0.00,95.10,-12.04028,-77.04361,1000.85,19.23
172,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 3:00,2329.30,38.49,33.08,17.74,6.51,2.77,34.92,64.69,0.00,96.10,-12.04028,-77.04361,1000.49,18.70
173,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 4:00,2411.77,38.76,31.76,16.57,6.70,2.89,35.27,57.08,0.00,96.10,-12.04028,-77.04361,1000.39,18.70
174,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 5:00,2441.75,34.76,32.31,15.43,11.02,3.98,34.83,58.95,0.00,96.10,-12.04028,-77.04361,1000.56,18.84
175,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 6:00,2467.57,30.16,31.48,13.01,9.00,3.54,34.77,66.18,0.00,96.10,-12.04028,-77.04361,1000.91,19.00
176,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 7:00,2815.71,27.56,35.99,17.56,10.77,4.17,35.56,77.60,0.05,96.10,-12.04028,-77.04361,1001.44,19.15
177,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 8:00,2992.52,18.43,32.15,29.29,7.77,3.45,36.71,81.79,0.18,95.64,-12.04028,-77.04361,1002.28,19.61
178,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 9:00,3343.13,7.48,28.36,27.41,12.08,4.55,39.46,81.88,0.38,90.61,-12.04028,-77.04361,1002.61,21.17
179,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 10:00,3557.61,5.73,23.49,15.45,7.58,3.03,40.76,85.45,0.40,84.99,-12.04028,-77.04361,1002.76,21.92
180,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 11:00,3486.45,5.99,26.13,35.79,6.83,2.98,42.02,87.90,0.89,87.30,-12.04028,-77.04361,1002.63,21.63
181,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 12:00,3443.13,6.01,25.54,40.33,4.93,2.13,43.33,92.11,2.93,86.64,-12.04028,-77.04361,1002.00,21.81
182,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 13:00,3582.74,7.15,24.04,33.06,4.58,2.15,44.64,89.88,1.15,84.58,-12.04028,-77.04361,1001.29,22.11
183,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 14:00,3489.13,6.96,16.32,42.88,3.59,1.63,46.71,92.94,2.59,85.50,-12.04028,-77.04361,1000.33,21.75
184,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 15:00,3537.60,6.89,17.88,34.10,3.50,1.60,46.51,88.42,2.65,83.89,-12.04028,-77.04361,999.67,22.09
185,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 16:00,3577.14,6.85,16.82,33.66,3.15,1.49,46.69,87.08,1.43,81.08,-12.04028,-77.04361,998.82,22.60
186,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 17:00,3572.71,7.84,25.05,9.63,3.73,1.68,46.69,87.76,0.52,82.80,-12.04028,-77.04361,998.33,22.22
187,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 18:00,3438.96,7.76,39.37,15.87,5.65,2.31,42.65,85.13,0.18,86.14,-12.04028,-77.04361,998.81,21.18
188,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 19:00,3554.78,8.33,49.90,15.99,11.73,3.76,39.74,83.30,0.00,87.14,-12.04028,-77.04361,999.30,20.90
189,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 20:00,3777.02,8.22,46.04,17.15,8.39,2.88,40.02,82.41,0.00,83.03,-12.04028,-77.04361,1000.26,21.06
190,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 21:00,3691.07,7.61,44.81,21.28,8.64,3.09,39.72,80.88,0.00,85.17,-12.04028,-77.04361,1001.05,20.75
191,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 22:00,3230.21,5.62,45.09,28.23,12.07,3.91,38.07,72.78,0.00,90.11,-12.04028,-77.04361,1001.36,20.33
192,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/27/21 23:00,2732.85,5.12,39.41,28.78,10.59,3.61,37.24,64.75,0.00,93.44,-12.04028,-77.04361,1001.60,19.97
193,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 0:00,2465.59,20.33,35.37,36.40,9.58,3.26,36.15,61.58,0.00,96.08,-12.04028,-77.04361,1001.54,19.36
194,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 1:00,2425.06,22.83,33.08,30.13,10.96,3.60,36.35,54.86,0.00,96.10,-12.04028,-77.04361,1001.08,19.25
195,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 2:00,2518.55,17.26,32.21,16.10,19.23,5.41,36.27,53.11,0.00,96.10,-12.04028,-77.04361,1000.69,19.44
196,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 3:00,2359.02,23.81,32.08,22.33,19.77,5.63,35.41,53.00,0.00,96.10,-12.04028,-77.04361,1000.19,19.20
197,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 4:00,2403.83,32.63,30.93,10.78,9.82,3.28,35.20,52.43,0.00,96.10,-12.04028,-77.04361,1000.07,18.89
198,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 5:00,2427.93,32.37,30.59,3.26,9.35,3.61,35.23,50.79,0.00,96.10,-12.04028,-77.04361,1000.11,18.90
199,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 6:00,2456.65,36.90,30.56,11.68,9.72,3.27,35.46,58.15,0.00,96.10,-12.04028,-77.04361,1000.33,18.74
200,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 7:00,2598.78,38.89,32.51,20.64,10.15,3.53,36.33,66.98,0.04,96.10,-12.04028,-77.04361,1000.62,18.70
201,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 7:00,2598.78,38.89,32.51,20.64,10.15,3.53,36.33,66.98,0.04,96.10,-12.04028,-77.04361,1000.62,18.70
202,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 8:00,2585.37,6.25,27.88,18.80,11.58,4.00,36.17,68.85,0.18,95.64,-12.04028,-77.04361,1000.99,20.23
203,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 9:00,2623.75,0.97,22.66,8.54,7.58,2.89,36.92,72.94,0.30,89.40,-12.04028,-77.04361,1001.19,21.35
204,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 10:00,2717.22,1.22,21.52,21.02,5.07,2.25,37.89,77.61,0.41,89.71,-12.04028,-77.04361,1001.29,21.13
205,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 11:00,3030.98,2.81,19.73,25.38,6.69,2.70,40.14,79.37,0.96,86.51,-12.04028,-77.04361,1000.95,21.97
206,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 12:00,3068.95,3.43,19.45,13.29,3.66,1.75,42.07,87.07,2.41,85.25,-12.04028,-77.04361,1000.34,22.09
207,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 13:00,3294.89,4.79,20.14,16.65,3.49,1.82,44.23,89.78,1.37,86.04,-12.04028,-77.04361,999.73,22.05
208,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 14:00,3393.10,4.77,10.78,34.89,3.44,1.49,46.30,86.86,2.83,81.66,-12.04028,-77.04361,999.01,22.48
209,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 15:00,3412.98,5.21,10.36,26.26,3.28,1.51,47.10,83.74,2.60,81.36,-12.04028,-77.04361,998.32,22.79
210,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 16:00,3386.22,6.11,21.28,12.87,3.75,1.71,45.98,85.00,1.19,81.61,-12.04028,-77.04361,997.70,22.98
211,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 17:00,3339.81,5.25,21.25,5.19,5.97,1.92,43.89,84.20,0.45,74.15,-12.04028,-77.04361,997.49,23.94
212,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 18:00,2895.60,4.89,40.83,-7.47,5.45,2.15,40.17,85.56,0.14,81.89,-12.04028,-77.04361,998.00,21.69
213,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 19:00,2707.33,4.40,47.40,5.11,5.13,2.38,37.93,80.16,0.00,88.50,-12.04028,-77.04361,998.69,20.54
214,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 20:00,2792.99,4.16,45.29,28.90,5.37,2.33,37.09,75.91,0.00,91.68,-12.04028,-77.04361,999.18,20.27
215,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 21:00,2715.99,3.24,41.85,27.74,6.05,2.49,36.35,74.90,0.00,92.99,-12.04028,-77.04361,999.80,20.16
216,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 22:00,2624.27,2.78,36.99,14.69,4.97,2.22,36.30,68.48,0.00,93.47,-12.04028,-77.04361,1000.09,20.04
217,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/28/21 23:00,2452.69,5.61,35.35,15.64,5.91,2.54,35.96,62.53,0.00,95.02,-12.04028,-77.04361,1000.09,19.85
218,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 0:00,2335.64,3.49,31.60,11.91,5.50,2.38,35.46,55.22,0.00,95.65,-12.04028,-77.04361,1000.18,19.91
219,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 1:00,2359.52,1.99,30.73,10.89,7.64,2.92,36.45,52.09,0.00,95.62,-12.04028,-77.04361,1000.31,20.02
220,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 2:00,2289.80,12.49,30.89,12.81,11.21,3.80,35.20,55.67,0.00,96.03,-12.04028,-77.04361,1000.26,19.58
221,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 3:00,2323.38,19.97,29.92,10.03,8.75,3.15,35.12,49.93,0.00,96.10,-12.04028,-77.04361,1000.05,19.30
222,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 4:00,2337.46,27.93,30.54,12.67,8.63,3.25,34.95,53.13,0.00,96.10,-12.04028,-77.04361,999.96,19.03
223,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 5:00,2365.82,27.55,31.60,11.71,8.56,3.26,34.94,59.46,0.00,96.10,-12.04028,-77.04361,999.80,19.04
224,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 6:00,2453.53,32.87,32.70,13.75,7.53,3.11,35.38,67.46,0.00,96.10,-12.04028,-77.04361,1000.10,18.88
225,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 7:00,2775.83,31.30,34.74,29.87,8.77,3.44,36.05,78.04,0.04,96.10,-12.04028,-77.04361,1000.39,18.99
226,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 8:00,2862.16,9.46,30.54,37.23,6.86,3.04,36.81,81.99,0.20,96.02,-12.04028,-77.04361,1000.82,19.98
227,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 9:00,3284.45,3.84,24.50,23.53,6.39,2.82,38.72,82.81,0.34,90.44,-12.04028,-77.04361,1001.53,21.57
228,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 10:00,3327.96,3.80,21.37,11.34,5.31,2.33,40.14,86.02,0.45,87.19,-12.04028,-77.04361,1001.87,21.67
229,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 11:00,3293.26,3.83,19.55,9.37,4.84,1.96,42.10,87.41,1.01,84.13,-12.04028,-77.04361,1001.48,22.15
230,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 12:00,3543.57,5.06,19.12,10.79,5.72,2.27,44.53,88.62,2.52,82.23,-12.04028,-77.04361,1000.84,22.90
231,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 13:00,3516.21,5.86,22.22,7.94,3.56,1.68,46.24,90.01,1.20,83.49,-12.04028,-77.04361,1000.26,22.57
232,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 16:00,3250.96,8.09,25.99,8.06,4.40,2.00,47.91,91.61,0.72,82.71,-12.04028,-77.04361,998.11,22.60
233,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 17:00,2946.98,7.04,35.40,5.27,6.76,2.74,43.32,92.71,0.47,82.86,-12.04028,-77.04361,998.40,22.26
234,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 18:00,3101.43,7.15,37.86,5.44,7.49,2.74,42.01,89.81,0.21,79.31,-12.04028,-77.04361,998.77,22.41
235,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 19:00,3005.50,6.73,44.25,5.15,8.32,3.01,40.60,87.80,0.00,82.65,-12.04028,-77.04361,999.34,21.57
236,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 20:00,2939.09,6.35,43.81,6.64,7.23,2.98,39.96,85.99,0.00,85.74,-12.04028,-77.04361,1000.04,21.13
237,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 21:00,2338.48,3.40,41.49,13.64,5.00,2.45,37.27,87.12,0.00,90.32,-12.04028,-77.04361,1000.81,20.33
238,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 22:00,2189.75,2.90,38.52,17.60,6.33,2.77,36.54,80.74,0.00,92.85,-12.04028,-77.04361,1000.83,20.01
239,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/29/21 23:00,1976.13,0.52,33.50,12.60,6.96,2.86,35.32,76.75,0.00,90.37,-12.04028,-77.04361,1000.90,20.27
240,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 0:00,2141.15,0.65,32.48,2.87,15.40,4.80,35.84,66.74,0.00,86.34,-12.04028,-77.04361,1000.70,20.96
241,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 1:00,1854.34,4.96,34.15,20.79,14.37,5.19,35.21,70.27,0.00,94.01,-12.04028,-77.04361,1000.25,19.96
242,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 2:00,1896.04,16.01,33.69,20.39,10.82,4.15,34.96,57.95,0.00,96.10,-12.04028,-77.04361,999.81,19.45
243,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 3:00,1945.81,4.51,31.30,9.18,13.77,4.83,35.47,55.59,0.00,95.91,-12.04028,-77.04361,999.26,19.90
244,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 4:00,1899.36,19.86,32.50,15.37,19.48,6.39,34.87,69.61,0.00,96.10,-12.04028,-77.04361,999.19,19.32
245,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 5:00,1956.23,33.09,31.26,15.78,12.43,4.89,35.33,57.53,0.00,96.10,-12.04028,-77.04361,999.22,18.86
246,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 6:00,2128.54,23.72,32.40,13.74,18.60,6.12,35.96,79.71,0.00,96.10,-12.04028,-77.04361,999.51,19.21
247,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 7:00,2435.36,12.11,36.63,24.61,33.87,9.45,36.07,86.44,0.05,96.10,-12.04028,-77.04361,1000.02,19.72
248,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 8:00,3171.70,5.31,29.09,25.69,17.08,5.96,40.37,88.60,0.33,92.93,-12.04028,-77.04361,1000.43,21.10
249,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 9:00,2773.99,3.57,25.07,20.99,9.29,3.97,39.14,89.68,0.50,91.88,-12.04028,-77.04361,1000.92,21.05
250,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 10:00,2849.19,3.99,26.61,28.59,8.12,3.38,39.56,88.60,0.55,92.46,-12.04028,-77.04361,1001.35,20.99
251,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 11:00,2797.62,3.66,23.10,19.43,6.95,3.01,40.59,89.71,0.76,89.88,-12.04028,-77.04361,1001.25,21.31
252,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 12:00,2928.80,4.25,23.01,20.05,6.61,2.82,42.72,90.64,1.99,87.15,-12.04028,-77.04361,1001.01,21.90
253,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 13:00,3243.56,5.32,15.88,20.10,6.22,2.82,44.86,90.10,1.34,83.07,-12.04028,-77.04361,1000.19,22.55
254,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 14:00,3236.02,5.69,12.06,16.89,4.69,2.25,47.74,92.78,2.49,82.95,-12.04028,-77.04361,999.28,22.48
255,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 15:00,3206.12,5.78,13.62,21.31,4.44,2.13,48.62,92.23,2.36,80.98,-12.04028,-77.04361,998.73,22.75
256,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 16:00,3242.78,7.50,28.40,17.90,6.59,2.76,46.84,90.44,0.85,83.72,-12.04028,-77.04361,998.06,21.99
257,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 17:00,2789.39,5.67,42.30,9.73,8.22,3.23,40.35,91.44,0.28,86.54,-12.04028,-77.04361,998.23,21.12
258,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 18:00,2755.22,4.85,41.19,7.20,6.23,2.62,39.20,92.89,0.14,85.08,-12.04028,-77.04361,998.31,20.82
259,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 19:00,3089.79,6.15,44.63,12.75,7.91,3.06,39.71,89.38,0.00,88.26,-12.04028,-77.04361,998.69,20.37
260,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 20:00,2959.72,5.59,42.59,14.99,7.68,3.22,39.88,87.49,0.00,89.25,-12.04028,-77.04361,999.30,20.22
261,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 21:00,2480.26,5.84,38.62,17.62,5.28,2.55,37.79,88.96,0.00,92.14,-12.04028,-77.04361,999.86,19.90
262,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 22:00,2618.23,3.53,36.02,12.46,7.69,3.11,37.69,79.42,0.00,90.69,-12.04028,-77.04361,1000.11,20.14
263,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/30/21 23:00,2314.75,2.23,36.56,8.29,14.55,5.18,36.73,69.52,0.00,91.76,-12.04028,-77.04361,1000.37,20.07
264,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 0:00,2048.89,12.00,32.97,13.28,11.50,4.52,35.78,71.55,0.00,93.06,-12.04028,-77.04361,1000.50,19.68
265,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 1:00,1951.27,34.93,33.06,23.85,8.15,3.43,35.18,64.38,0.00,96.10,-12.04028,-77.04361,1000.40,18.80
266,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 2:00,1988.52,40.11,31.90,20.59,7.76,3.29,35.36,72.12,0.00,96.10,-12.04028,-77.04361,1000.08,18.62
267,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 3:00,1998.71,32.97,30.11,14.30,15.89,5.35,35.62,53.19,0.00,96.10,-12.04028,-77.04361,999.69,18.85
268,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 4:00,1980.03,33.40,28.99,12.09,17.96,5.90,35.28,57.86,0.00,96.10,-12.04028,-77.04361,999.35,18.83
269,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 5:00,2023.76,25.84,28.15,4.24,19.02,6.65,35.42,57.05,0.00,96.10,-12.04028,-77.04361,999.20,19.09
270,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 6:00,2129.35,34.20,32.26,9.31,18.89,6.42,35.37,78.85,0.00,96.10,-12.04028,-77.04361,999.46,18.83
271,10069,150122,PE,Subgerencia de Desarrollo Ambiental,3/31/21 7:00,2344.56,39.54,34.27,21.87,7.89,3.45,35.71,86.35,0.05,96.10,-12.04028,-77.04361,999.83,18.69
